student_id,first_name,last_name,gender,birth_date,region_of_origin,campus,degree_level,programme,department,faculty,admission_year,graduation_year,status,cgpa,degree_class,credits_completed,residential_status,funding_type,scholarship_name,last_update
11129,Melissa,Miller,Female,2000-10-18,Florida,North Campus,MA,Illustrator,Engineering,Science,1995,1997,Ongoing,3.62,Second Class Upper,85,Off-Campus,Self-funded,Merit Scholarship,2025-11-10 20:59:15.066770
11130,Felicia,Ellis,Male,2004-01-06,Utah,City Campus,BSc,Training and development officer,Arts,Science,1995,1999,Graduated,3.75,Pass,63,Off-Campus,Government-funded,Excellence Scholarship,2025-11-10 20:59:15.066770
11131,Daniel,Hansen,Male,1994-02-14,Hawaii,Main Campus,MA,Careers adviser,Computer Science,Arts,1995,1997,Graduated,3.97,First Class,162,On-Campus,Private-sponsored,,2025-11-10 20:59:15.066770
11132,Sharon,Maldonado,Male,2004-02-22,West Virginia,Main Campus,MA,"Psychologist, educational",Engineering,Engineering,1995,1997,Dropped,3.87,Second Class Lower,139,On-Campus,Government-funded,Excellence Scholarship,2025-11-10 20:59:15.066770
11133,Michael,Barker,Female,1990-03-05,North Dakota,City Campus,MA,Maintenance engineer,Law,Arts,1995,1997,Graduated,2.28,Pass,42,On-Campus,Private-sponsored,,2025-11-10 20:59:15.082396
11134,Alfred,Walker,Female,1998-07-16,South Dakota,North Campus,BSc,Arts administrator,Arts,Engineering,1995,1999,Ongoing,2.99,Pass,27,On-Campus,Government-funded,Merit Scholarship,2025-11-10 20:59:15.082396
11135,Mark,White,Male,2007-03-08,Missouri,North Campus,BSc,"Therapist, music",Arts,Business,1995,1999,Ongoing,3.67,Second Class Upper,116,On-Campus,Self-funded,,2025-11-10 20:59:15.082396
11136,Andre,Garcia,Female,2004-02-01,North Carolina,North Campus,BSc,Ecologist,Business,Science,1995,1999,Graduated,3.13,Second Class Lower,161,On-Campus,Self-funded,Merit Scholarship,2025-11-10 20:59:15.082396
11137,Brandon,Carter,Female,2000-05-23,Virginia,City Campus,BSc,Fast food restaurant manager,Business,Arts,1995,1999,Ongoing,3.92,Second Class Lower,35,On-Campus,Government-funded,Excellence Scholarship,2025-11-10 20:59:15.082396
11138,Michael,Glass,Male,2007-11-10,Maryland,North Campus,BA,"Accountant, chartered certified",Business,Business,1995,1999,Ongoing,3.04,First Class,147,On-Campus,Private-sponsored,Excellence Scholarship,2025-11-10 20:59:15.082396
11139,Colleen,Russell,Male,2003-09-19,Kentucky,Main Campus,PhD,"Teacher, adult education",Computer Science,Business,1995,2000,Graduated,2.57,Pass,73,On-Campus,Self-funded,Excellence Scholarship,2025-11-10 20:59:15.082396
11140,Tina,Johnson,Female,2003-03-21,Pennsylvania,North Campus,BA,Forensic psychologist,Computer Science,Science,1995,1999,Graduated,2.3,Pass,65,Off-Campus,Private-sponsored,Excellence Scholarship,2025-11-10 20:59:15.082396
11141,Tyler,Scott,Female,1990-06-12,New Hampshire,City Campus,MSc,"Conservator, furniture",Engineering,Arts,1995,1997,Ongoing,3.27,Second Class Lower,34,On-Campus,Private-sponsored,,2025-11-10 20:59:15.082396
11142,Anthony,Phelps,Male,1992-11-21,New Hampshire,North Campus,PhD,Pension scheme manager,Arts,Arts,1995,2000,Graduated,2.29,Second Class Lower,115,Off-Campus,Private-sponsored,,2025-11-10 20:59:15.082396
11143,Dave,Richardson,Male,2001-07-05,Texas,City Campus,BSc,Mechanical engineer,Law,Business,1995,1999,Ongoing,2.3,Second Class Lower,9,On-Campus,Private-sponsored,,2025-11-10 20:59:15.082396
11144,Anthony,Maldonado,Female,2006-08-17,Idaho,Main Campus,PhD,Chief Technology Officer,Law,Arts,1995,2000,Graduated,3.54,Pass,115,On-Campus,Self-funded,Excellence Scholarship,2025-11-10 20:59:15.082396
11145,Amber,Garcia,Female,2005-01-15,Minnesota,North Campus,MA,Geophysical data processor,Engineering,Law,1995,1997,Ongoing,3.25,Pass,16,Off-Campus,Private-sponsored,Excellence Scholarship,2025-11-10 20:59:15.082396
11146,Darlene,Weber,Male,1994-01-14,Hawaii,Main Campus,BA,Database administrator,Engineering,Arts,1995,1999,Dropped,2.39,First Class,38,On-Campus,Private-sponsored,Excellence Scholarship,2025-11-10 20:59:15.082396
11147,Robert,Brown,Female,2008-05-22,Washington,City Campus,PhD,Dramatherapist,Arts,Business,1995,2000,Dropped,3.92,Pass,104,On-Campus,Government-funded,Merit Scholarship,2025-11-10 20:59:15.082396
11148,Jesse,Barber,Male,1992-11-07,New York,City Campus,BSc,Land/geomatics surveyor,Engineering,Arts,1995,1999,Ongoing,2.87,Pass,8,On-Campus,Government-funded,Merit Scholarship,2025-11-10 20:59:15.082396
11149,Jason,Woods,Female,2000-12-14,Oklahoma,Main Campus,MA,Surgeon,Arts,Business,1995,1997,Graduated,2.15,Pass,61,On-Campus,Private-sponsored,Excellence Scholarship,2025-11-10 20:59:15.082396
11150,James,Cunningham,Female,1993-10-03,Florida,City Campus,MSc,Production engineer,Engineering,Business,1995,1997,Graduated,2.57,First Class,49,On-Campus,Private-sponsored,Merit Scholarship,2025-11-10 20:59:15.082396
11151,Jeffery,Harrison,Male,2008-07-13,Alabama,Main Campus,MSc,Advice worker,Engineering,Law,1995,1997,Ongoing,3.94,First Class,61,Off-Campus,Self-funded,,2025-11-10 20:59:15.082396
11152,Melinda,Leonard,Male,1996-10-03,Montana,Main Campus,PhD,Investment analyst,Engineering,Science,1995,2000,Graduated,3.85,Second Class Lower,160,Off-Campus,Government-funded,Merit Scholarship,2025-11-10 20:59:15.082396
11153,Ashley,Yang,Female,1997-11-15,Indiana,North Campus,MSc,Outdoor activities/education manager,Computer Science,Law,1995,1997,Dropped,2.38,Pass,83,On-Campus,Government-funded,Merit Scholarship,2025-11-10 20:59:15.082396
11154,Kelli,Grant,Female,1993-10-24,Tennessee,Main Campus,MSc,Air cabin crew,Arts,Law,1995,1997,Dropped,2.54,Second Class Lower,130,Off-Campus,Private-sponsored,Merit Scholarship,2025-11-10 20:59:15.082396
11155,Alison,Howell,Male,1997-11-10,Georgia,City Campus,MSc,"Programmer, multimedia",Engineering,Arts,1995,1997,Ongoing,2.45,Pass,10,Off-Campus,Private-sponsored,Excellence Scholarship,2025-11-10 20:59:15.082396
11156,Michael,Nichols,Male,2007-05-13,South Carolina,City Campus,BA,Physiotherapist,Law,Arts,1995,1999,Graduated,2.88,Pass,36,On-Campus,Private-sponsored,,2025-11-10 20:59:15.082396
11157,Donald,Owens,Female,2007-02-15,Florida,City Campus,BA,Adult guidance worker,Arts,Science,1995,1999,Dropped,2.14,Second Class Upper,157,On-Campus,Government-funded,,2025-11-10 20:59:15.082396
11158,Courtney,Montgomery,Male,1996-01-04,Massachusetts,City Campus,MSc,Forensic scientist,Business,Law,1995,1997,Dropped,2.36,Pass,18,On-Campus,Government-funded,Merit Scholarship,2025-11-10 20:59:15.088913
11159,Ashley,Bishop,Male,2007-10-28,South Dakota,City Campus,MSc,Animal technologist,Computer Science,Science,1995,1997,Graduated,3.63,Second Class Upper,160,On-Campus,Government-funded,,2025-11-10 20:59:15.088913
11160,Derrick,Becker,Female,1990-04-13,Washington,North Campus,MSc,Visual merchandiser,Engineering,Arts,1995,1997,Graduated,2.65,Pass,166,On-Campus,Self-funded,,2025-11-10 20:59:15.088913
11161,Danny,Solis,Female,2007-10-17,New Jersey,Main Campus,PhD,Medical illustrator,Business,Science,1995,2000,Dropped,3.2,Second Class Lower,54,On-Campus,Self-funded,Excellence Scholarship,2025-11-10 20:59:15.088913
11162,Jodi,Smith,Male,2006-10-25,Nevada,Main Campus,MSc,"Therapist, nutritional",Business,Engineering,1995,1997,Ongoing,2.4,Pass,70,On-Campus,Self-funded,Excellence Scholarship,2025-11-10 20:59:15.088913
11163,Catherine,Fletcher,Female,2003-06-13,Maine,City Campus,BA,"Buyer, retail",Law,Law,1995,1999,Dropped,2.4,Second Class Upper,134,On-Campus,Self-funded,Excellence Scholarship,2025-11-10 20:59:15.088913
11164,Thomas,Wade,Female,1991-02-12,Oklahoma,City Campus,BSc,Amenity horticulturist,Law,Arts,1995,1999,Graduated,3.42,Pass,84,Off-Campus,Private-sponsored,,2025-11-10 20:59:15.088913
11165,Jennifer,Lynch,Male,2007-12-30,Montana,City Campus,BA,Chartered accountant,Computer Science,Law,1995,1999,Dropped,2.08,First Class,153,On-Campus,Government-funded,,2025-11-10 20:59:15.088913
11166,Keith,Brown,Female,2005-09-30,New York,Main Campus,MSc,Homeopath,Arts,Science,1995,1997,Dropped,3.39,Second Class Lower,56,On-Campus,Government-funded,,2025-11-10 20:59:15.088913
11167,Travis,Hunter,Female,1999-11-15,New York,North Campus,BSc,Occupational psychologist,Engineering,Arts,1995,1999,Ongoing,3.25,Pass,167,On-Campus,Private-sponsored,Excellence Scholarship,2025-11-10 20:59:15.088913
11168,Linda,Martin,Female,1997-03-24,Montana,City Campus,PhD,"Clinical scientist, histocompatibility and immunogenetics",Arts,Engineering,1995,2000,Ongoing,3.18,Second Class Upper,163,Off-Campus,Private-sponsored,,2025-11-10 20:59:15.088913
11169,Matthew,Davis,Male,1998-04-13,Alaska,Main Campus,PhD,Commercial horticulturist,Business,Law,1995,2000,Graduated,2.58,Second Class Upper,18,Off-Campus,Self-funded,Excellence Scholarship,2025-11-10 20:59:15.088913
11170,Brittany,Gilbert,Male,1994-10-18,Michigan,North Campus,MSc,Ambulance person,Arts,Business,1995,1997,Dropped,3.62,Pass,59,Off-Campus,Private-sponsored,Merit Scholarship,2025-11-10 20:59:15.088913
11171,Barry,Webb,Male,2007-05-01,Washington,City Campus,MA,"Engineer, broadcasting (operations)",Computer Science,Engineering,1995,1997,Dropped,2.1,Pass,30,On-Campus,Self-funded,,2025-11-10 20:59:15.088913
11172,Michele,Murray,Male,1990-02-18,Louisiana,Main Campus,BA,"Engineer, structural",Arts,Arts,1995,1999,Ongoing,2.46,Second Class Lower,54,Off-Campus,Self-funded,Merit Scholarship,2025-11-10 20:59:15.088913
11173,Roberto,Alexander,Female,2000-01-04,Oregon,North Campus,PhD,Visual merchandiser,Computer Science,Arts,1995,2000,Dropped,2.77,Second Class Lower,114,Off-Campus,Government-funded,Excellence Scholarship,2025-11-10 20:59:15.088913
11174,Brian,Phelps,Male,1999-05-22,Georgia,North Campus,MSc,Chief Marketing Officer,Computer Science,Business,1995,1997,Dropped,3.05,Pass,91,Off-Campus,Government-funded,Excellence Scholarship,2025-11-10 20:59:15.088913
11175,Elizabeth,Hill,Male,2006-10-13,Washington,City Campus,MA,Patent attorney,Law,Science,1995,1997,Dropped,3.15,Second Class Lower,171,Off-Campus,Government-funded,Merit Scholarship,2025-11-10 20:59:15.088913
11176,Marie,Clark,Male,1998-12-22,Massachusetts,Main Campus,BSc,"Producer, television/film/video",Business,Science,1995,1999,Ongoing,3.28,Pass,72,Off-Campus,Self-funded,Merit Scholarship,2025-11-10 20:59:15.088913
11177,Charles,Griffin,Male,2003-01-16,Wisconsin,City Campus,BSc,Chief Financial Officer,Engineering,Arts,1995,1999,Graduated,3.91,Pass,16,Off-Campus,Self-funded,Merit Scholarship,2025-11-10 20:59:15.088913
11178,Shannon,Clark,Female,1994-09-29,Massachusetts,Main Campus,PhD,Chartered loss adjuster,Computer Science,Business,1995,2000,Ongoing,3.59,Pass,62,Off-Campus,Government-funded,,2025-11-10 20:59:15.088913
11179,Michael,Parrish,Male,1999-01-11,Louisiana,City Campus,PhD,"Engineer, materials",Law,Engineering,1995,2000,Graduated,2.44,First Class,145,On-Campus,Self-funded,Merit Scholarship,2025-11-10 20:59:15.088913
11180,Danielle,Graham,Female,2001-04-30,Oregon,City Campus,MA,Copy,Arts,Business,1995,1997,Graduated,2.71,Second Class Upper,70,Off-Campus,Self-funded,Excellence Scholarship,2025-11-10 20:59:15.088913
11181,Tina,Hopkins,Female,1998-11-23,Alaska,North Campus,BA,Armed forces technical officer,Computer Science,Law,1995,1999,Dropped,2.19,Pass,66,On-Campus,Private-sponsored,Excellence Scholarship,2025-11-10 20:59:15.088913
11182,Jennifer,Martinez,Male,1996-09-30,Nevada,North Campus,BA,"Nurse, children's",Law,Business,1995,1999,Dropped,3.13,Second Class Lower,67,On-Campus,Private-sponsored,,2025-11-10 20:59:15.088913
11183,Cynthia,Burton,Male,2001-01-31,Hawaii,North Campus,BSc,Web designer,Arts,Law,1995,1999,Ongoing,3.79,Second Class Upper,124,Off-Campus,Self-funded,Merit Scholarship,2025-11-10 20:59:15.088913
11184,Howard,Navarro,Male,2000-06-25,Idaho,Main Campus,BA,Teaching laboratory technician,Business,Arts,1995,1999,Dropped,3.92,Pass,27,On-Campus,Private-sponsored,,2025-11-10 20:59:15.088913
11185,Chelsea,Boyd,Male,1994-08-16,Arkansas,Main Campus,BSc,Lobbyist,Computer Science,Arts,1995,1999,Graduated,2.03,First Class,24,Off-Campus,Private-sponsored,,2025-11-10 20:59:15.088913
11186,Amy,Sanford,Male,1995-07-01,Tennessee,North Campus,PhD,"Engineer, energy",Law,Engineering,1995,2000,Graduated,2.66,Pass,9,Off-Campus,Government-funded,,2025-11-10 20:59:15.088913
11187,Eddie,Olson,Female,1991-01-20,Louisiana,Main Campus,BSc,"Teacher, early years/pre",Computer Science,Law,1995,1999,Graduated,3.74,First Class,112,On-Campus,Self-funded,,2025-11-10 20:59:15.088913
11188,Ronnie,Carroll,Female,1992-05-31,Nebraska,North Campus,PhD,"Radiographer, therapeutic",Law,Arts,1995,2000,Ongoing,3.19,Pass,154,Off-Campus,Government-funded,Merit Scholarship,2025-11-10 20:59:15.088913
11189,Jeremy,Fleming,Female,2001-06-07,Hawaii,Main Campus,MA,Print production planner,Engineering,Engineering,1995,1997,Graduated,3.26,First Class,70,On-Campus,Self-funded,,2025-11-10 20:59:15.088913
11190,Kaitlin,Peters,Female,1995-09-11,Kentucky,City Campus,PhD,"Education officer, community",Engineering,Business,1995,2000,Dropped,3.86,Second Class Upper,165,Off-Campus,Self-funded,Excellence Scholarship,2025-11-10 20:59:15.088913
11191,John,Rivera,Male,1994-07-05,Utah,North Campus,PhD,"Copywriter, advertising",Engineering,Business,1995,2000,Graduated,2.0,First Class,13,Off-Campus,Government-funded,,2025-11-10 20:59:15.088913
11192,Evan,Warren,Male,1994-05-01,Alaska,Main Campus,MA,Field trials officer,Computer Science,Business,1995,1997,Dropped,3.81,Second Class Lower,90,On-Campus,Government-funded,Excellence Scholarship,2025-11-10 20:59:15.088913
11193,Toni,Baldwin,Male,1995-01-10,Minnesota,North Campus,MA,"Therapist, speech and language",Computer Science,Science,1995,1997,Ongoing,2.33,Second Class Lower,112,Off-Campus,Self-funded,,2025-11-10 20:59:15.088913
11194,Daniel,Thomas,Male,1996-11-23,Louisiana,Main Campus,MSc,Camera operator,Business,Law,1995,1997,Dropped,2.9,Second Class Upper,109,Off-Campus,Private-sponsored,Merit Scholarship,2025-11-10 20:59:15.088913
11195,Rebecca,Baker,Female,1998-02-04,Connecticut,Main Campus,PhD,Fisheries officer,Law,Business,1995,2000,Graduated,2.84,First Class,170,Off-Campus,Self-funded,Excellence Scholarship,2025-11-10 20:59:15.088913
11196,Larry,Burns,Male,1997-02-02,Mississippi,Main Campus,MSc,Police officer,Business,Business,1995,1997,Graduated,2.86,First Class,6,On-Campus,Government-funded,Excellence Scholarship,2025-11-10 20:59:15.088913
11197,Timothy,Flowers,Male,2002-04-10,New York,City Campus,MA,Manufacturing systems engineer,Engineering,Law,1995,1997,Dropped,2.93,Second Class Lower,108,Off-Campus,Private-sponsored,Excellence Scholarship,2025-11-10 20:59:15.088913
11198,Stephen,Barrera,Female,2001-03-14,Colorado,North Campus,MSc,Furniture conservator/restorer,Business,Science,1995,1997,Graduated,2.9,Second Class Upper,83,On-Campus,Government-funded,Merit Scholarship,2025-11-10 20:59:15.088913
11199,Mario,Duarte,Male,2006-11-17,Michigan,City Campus,MA,Records manager,Business,Arts,1995,1997,Graduated,2.09,Pass,141,On-Campus,Government-funded,Merit Scholarship,2025-11-10 20:59:15.088913
11200,Daniel,Herrera,Male,1994-10-31,Kentucky,North Campus,BSc,Geochemist,Arts,Arts,1996,2000,Dropped,2.12,First Class,0,On-Campus,Government-funded,Merit Scholarship,2025-11-10 20:59:15.088913
11201,Kelly,Simon,Female,1995-10-14,Georgia,Main Campus,MA,Chartered legal executive (England and Wales),Business,Arts,1996,1998,Dropped,2.15,Second Class Lower,68,On-Campus,Government-funded,Merit Scholarship,2025-11-10 20:59:15.098432
11202,Michelle,Flores,Female,1991-03-08,Texas,Main Campus,BA,Investment analyst,Law,Law,1996,2000,Ongoing,2.76,Second Class Upper,167,On-Campus,Self-funded,Merit Scholarship,2025-11-10 20:59:15.098432
11203,Anne,Dean,Male,2007-09-21,Mississippi,City Campus,BSc,Neurosurgeon,Arts,Science,1996,2000,Dropped,2.35,Second Class Upper,154,Off-Campus,Private-sponsored,Merit Scholarship,2025-11-10 20:59:15.098432
11204,Tyler,Harris,Female,1996-03-06,Wyoming,Main Campus,MSc,Museum/gallery curator,Engineering,Arts,1996,1998,Ongoing,2.64,First Class,98,On-Campus,Private-sponsored,,2025-11-10 20:59:15.098432
11205,John,Moore,Male,1993-02-27,Illinois,North Campus,PhD,Banker,Arts,Engineering,1996,2001,Graduated,3.77,First Class,150,On-Campus,Government-funded,,2025-11-10 20:59:15.098432
11206,Rebecca,Williams,Female,1996-10-14,Idaho,North Campus,PhD,Chemical engineer,Business,Arts,1996,2001,Graduated,2.98,Pass,148,On-Campus,Government-funded,,2025-11-10 20:59:15.098432
11207,Kelly,Christensen,Male,2006-07-30,California,Main Campus,MA,Historic buildings inspector/conservation officer,Computer Science,Business,1996,1998,Graduated,2.26,First Class,34,Off-Campus,Self-funded,,2025-11-10 20:59:15.098432
11208,Donna,Anderson,Female,2003-04-13,Connecticut,City Campus,PhD,Proofreader,Computer Science,Engineering,1996,2001,Dropped,3.59,Second Class Upper,16,On-Campus,Government-funded,Merit Scholarship,2025-11-10 20:59:15.098432
11209,James,Barber,Male,2008-10-03,Alaska,North Campus,BSc,Product manager,Arts,Law,1996,2000,Dropped,2.82,First Class,91,On-Campus,Private-sponsored,Excellence Scholarship,2025-11-10 20:59:15.098432
11210,Eric,Odonnell,Female,1994-10-05,Iowa,North Campus,MSc,Estate agent,Arts,Arts,1996,1998,Dropped,3.06,Second Class Lower,96,Off-Campus,Government-funded,Merit Scholarship,2025-11-10 20:59:15.098432
11211,Amanda,Payne,Female,2007-02-24,Kentucky,City Campus,BSc,IT trainer,Arts,Engineering,1996,2000,Dropped,2.39,Pass,54,Off-Campus,Self-funded,Merit Scholarship,2025-11-10 20:59:15.098432
11212,Andrew,Nguyen,Female,1997-01-30,Colorado,North Campus,BSc,Clinical cytogeneticist,Law,Law,1996,2000,Graduated,3.6,Second Class Lower,157,Off-Campus,Self-funded,Merit Scholarship,2025-11-10 20:59:15.098432
11213,Erin,Fleming,Male,1997-06-13,Connecticut,Main Campus,MSc,Music tutor,Arts,Science,1996,1998,Ongoing,2.43,First Class,6,Off-Campus,Self-funded,Excellence Scholarship,2025-11-10 20:59:15.098432
11214,Robert,Gonzalez,Female,1998-12-06,Nevada,North Campus,PhD,"Education officer, museum",Law,Law,1996,2001,Ongoing,3.99,Pass,7,Off-Campus,Self-funded,Merit Scholarship,2025-11-10 20:59:15.098432
11215,Brian,Swanson,Female,2003-04-16,Wisconsin,Main Campus,PhD,"Producer, television/film/video",Law,Business,1996,2001,Graduated,3.97,First Class,63,Off-Campus,Government-funded,,2025-11-10 20:59:15.098432
11216,Mary,Perry,Female,1997-01-21,Utah,Main Campus,PhD,Garment/textile technologist,Law,Arts,1996,2001,Dropped,2.13,Second Class Upper,162,On-Campus,Self-funded,Merit Scholarship,2025-11-10 20:59:15.098432
11217,Angel,Williams,Female,1990-09-16,Wyoming,North Campus,MSc,Garment/textile technologist,Arts,Arts,1996,1998,Dropped,2.42,Pass,128,On-Campus,Self-funded,Merit Scholarship,2025-11-10 20:59:15.098432
11218,Jessica,Washington,Female,1996-08-30,Alaska,Main Campus,BA,Environmental health practitioner,Computer Science,Business,1996,2000,Dropped,3.72,Pass,60,Off-Campus,Government-funded,,2025-11-10 20:59:15.098432
11219,Angela,Gray,Female,1993-01-19,North Carolina,North Campus,BA,"Psychologist, sport and exercise",Law,Arts,1996,2000,Ongoing,2.6,First Class,143,On-Campus,Self-funded,Merit Scholarship,2025-11-10 20:59:15.098432
11220,Kyle,Jenkins,Female,1990-03-05,Minnesota,City Campus,MSc,"Designer, blown glass/stained glass",Engineering,Science,1996,1998,Graduated,3.89,Second Class Upper,99,Off-Campus,Private-sponsored,Excellence Scholarship,2025-11-10 20:59:15.098432
11221,Richard,Molina,Male,1998-09-07,Tennessee,City Campus,BA,Purchasing manager,Engineering,Business,1996,2000,Ongoing,2.0,Pass,112,On-Campus,Government-funded,Merit Scholarship,2025-11-10 20:59:15.098432
11222,David,Smith,Female,2006-04-23,Kentucky,North Campus,BSc,Film/video editor,Engineering,Science,1996,2000,Graduated,2.55,Second Class Lower,154,Off-Campus,Self-funded,,2025-11-10 20:59:15.098432
11223,John,Perry,Male,1993-07-27,Oregon,North Campus,MA,Logistics and distribution manager,Business,Science,1996,1998,Ongoing,2.57,First Class,65,On-Campus,Private-sponsored,,2025-11-10 20:59:15.098432
11224,Nicole,Gardner,Male,1990-08-03,New Hampshire,Main Campus,BA,Interpreter,Business,Business,1996,2000,Ongoing,2.18,Second Class Upper,56,Off-Campus,Government-funded,Merit Scholarship,2025-11-10 20:59:15.098432
11225,Kayla,Zimmerman,Male,1990-03-16,Connecticut,Main Campus,MSc,"Production assistant, radio",Engineering,Arts,1996,1998,Dropped,2.64,Second Class Upper,169,Off-Campus,Self-funded,,2025-11-10 20:59:15.098432
11226,Michael,Harris,Female,1998-04-07,Wyoming,City Campus,MSc,Soil scientist,Law,Law,1996,1998,Ongoing,2.91,First Class,113,Off-Campus,Government-funded,Excellence Scholarship,2025-11-10 20:59:15.098432
11227,Robert,Maldonado,Male,1997-11-17,Alaska,City Campus,MA,Warehouse manager,Business,Science,1996,1998,Ongoing,2.31,Second Class Lower,4,On-Campus,Self-funded,Merit Scholarship,2025-11-10 20:59:15.098432
11228,Robert,David,Male,1995-05-02,Washington,Main Campus,MA,Charity officer,Business,Business,1996,1998,Ongoing,3.76,Second Class Lower,27,Off-Campus,Private-sponsored,Merit Scholarship,2025-11-10 20:59:15.098432
11229,Robert,Poole,Male,1990-08-22,Florida,Main Campus,BA,Technical brewer,Arts,Science,1996,2000,Dropped,3.54,Second Class Lower,79,Off-Campus,Private-sponsored,,2025-11-10 20:59:15.098432
11230,Dakota,Martin,Female,2000-03-30,Minnesota,North Campus,MA,Multimedia specialist,Engineering,Law,1996,1998,Graduated,3.18,Second Class Upper,166,Off-Campus,Private-sponsored,Excellence Scholarship,2025-11-10 20:59:15.098432
11231,Zachary,Norris,Female,1994-06-26,Nevada,Main Campus,MA,Ophthalmologist,Engineering,Arts,1996,1998,Graduated,3.71,Second Class Lower,177,On-Campus,Government-funded,Merit Scholarship,2025-11-10 20:59:15.098432
11232,William,Rivera,Female,2005-03-26,Kansas,Main Campus,BSc,Production manager,Law,Science,1996,2000,Ongoing,2.43,Second Class Upper,68,On-Campus,Private-sponsored,,2025-11-10 20:59:15.098432
11233,Jessica,Hart,Female,2005-10-12,Maryland,City Campus,BSc,Primary school teacher,Business,Engineering,1996,2000,Dropped,2.17,First Class,27,Off-Campus,Government-funded,,2025-11-10 20:59:15.098432
11234,Stacey,Little,Male,1997-11-16,Alaska,City Campus,MA,Catering manager,Law,Science,1996,1998,Dropped,3.14,Second Class Lower,155,Off-Campus,Government-funded,Excellence Scholarship,2025-11-10 20:59:15.098432
11235,Juan,Trujillo,Male,1999-05-17,Colorado,Main Campus,MSc,Aid worker,Law,Arts,1996,1998,Graduated,3.64,Second Class Lower,180,Off-Campus,Self-funded,Excellence Scholarship,2025-11-10 20:59:15.098432
11236,Paula,Floyd,Female,2000-04-03,Vermont,City Campus,PhD,Broadcast presenter,Business,Arts,1996,2001,Dropped,2.54,Second Class Upper,160,Off-Campus,Self-funded,Merit Scholarship,2025-11-10 20:59:15.098432
11237,Michael,Anthony,Male,2005-04-05,Alabama,Main Campus,BA,"Librarian, public",Business,Engineering,1996,2000,Dropped,3.88,First Class,17,Off-Campus,Self-funded,Excellence Scholarship,2025-11-10 20:59:15.098432
11238,Nicole,King,Male,1995-10-15,Nebraska,North Campus,PhD,Publishing copy,Law,Science,1996,2001,Graduated,3.52,Pass,132,Off-Campus,Private-sponsored,,2025-11-10 20:59:15.098432
11239,John,Lee,Female,1993-08-15,Indiana,North Campus,MA,Armed forces logistics/support/administrative officer,Law,Science,1996,1998,Graduated,3.33,Second Class Lower,175,Off-Campus,Private-sponsored,Excellence Scholarship,2025-11-10 20:59:15.098432
11240,Rachel,Sanchez,Male,2003-08-30,North Carolina,Main Campus,MA,Financial trader,Law,Law,1996,1998,Dropped,3.56,Second Class Upper,3,Off-Campus,Government-funded,Merit Scholarship,2025-11-10 20:59:15.098432
11241,Elizabeth,Hood,Female,1995-11-28,Louisiana,City Campus,MSc,Orthoptist,Engineering,Engineering,1996,1998,Dropped,3.65,First Class,101,On-Campus,Self-funded,,2025-11-10 20:59:15.098432
11242,Carl,Dean,Female,2008-08-13,Indiana,City Campus,BA,Health and safety adviser,Arts,Arts,1996,2000,Ongoing,2.73,Second Class Lower,128,Off-Campus,Government-funded,Excellence Scholarship,2025-11-10 20:59:15.098432
11243,Larry,Dixon,Female,1990-06-26,Washington,City Campus,BSc,Architect,Business,Engineering,1996,2000,Dropped,2.15,First Class,111,Off-Campus,Self-funded,Excellence Scholarship,2025-11-10 20:59:15.098432
11244,Nathan,Cooper,Male,2005-03-17,South Dakota,North Campus,MA,"Radiographer, therapeutic",Business,Engineering,1996,1998,Graduated,3.9,Second Class Upper,95,On-Campus,Private-sponsored,,2025-11-10 20:59:15.098432
11245,James,Collins,Male,1993-12-06,Virginia,Main Campus,MSc,Risk analyst,Business,Law,1996,1998,Dropped,2.71,Pass,149,Off-Campus,Self-funded,Excellence Scholarship,2025-11-10 20:59:15.098432
11246,Dominique,Thomas,Female,2006-03-03,Pennsylvania,Main Campus,BA,"Doctor, general practice",Arts,Science,1996,2000,Dropped,2.53,First Class,137,On-Campus,Self-funded,Merit Scholarship,2025-11-10 20:59:15.098432
11247,Todd,Baker,Male,2001-04-29,Tennessee,Main Campus,BA,Homeopath,Computer Science,Arts,1996,2000,Dropped,3.97,Pass,26,On-Campus,Self-funded,Merit Scholarship,2025-11-10 20:59:15.098432
11248,Joel,Myers,Female,1999-03-09,Iowa,North Campus,BA,Licensed conveyancer,Business,Law,1996,2000,Dropped,3.56,Pass,180,Off-Campus,Private-sponsored,Merit Scholarship,2025-11-10 20:59:15.098432
11249,Sarah,Davis,Female,2001-06-02,Kentucky,Main Campus,BSc,Agricultural engineer,Arts,Business,1996,2000,Graduated,2.59,First Class,50,Off-Campus,Self-funded,,2025-11-10 20:59:15.098432
11250,Crystal,Stevenson,Female,1990-05-02,Georgia,City Campus,MA,Physiotherapist,Arts,Engineering,1996,1998,Graduated,3.88,Second Class Upper,84,Off-Campus,Self-funded,,2025-11-10 20:59:15.098432
11251,Gary,Wilson,Female,1994-01-26,Maryland,City Campus,PhD,Advertising account planner,Business,Arts,1996,2001,Graduated,3.92,Second Class Upper,3,On-Campus,Private-sponsored,Merit Scholarship,2025-11-10 20:59:15.098432
11252,Amy,Perkins,Male,1991-03-09,Indiana,City Campus,MA,"Engineer, agricultural",Arts,Business,1996,1998,Ongoing,2.63,Second Class Lower,105,Off-Campus,Private-sponsored,Excellence Scholarship,2025-11-10 20:59:15.098432
